|title|id|Action|Casual|Indie|Simulation|Strategy|Free to Play|RPG|Sports|Adventure|Racing|Early Access|Massively Multiplayer|Animation &amp; Modeling|Video Production|Utilities|Web Publishing|Education|Software Training|Design &amp; Illustration|Audio Production|Photo Editing|Accounting
113932|Lovers in a Dangerous Spacetime|252110.0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113933|Fate Tectonics|379530.0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113934|Alien Robot Monsters - Soundtrack|392840.0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113935|Alien Robot Monsters|391250.0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113936|MotoGP™15 Red Bull Rookies Cup|392420.0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
113937|Cross of the Dutchman|384000.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113938|Cross of the Dutchman - Artbook|401390.0|1|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113939|Cross of the Dutchman - Papercraft|401391.0|1|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113940|Cross of the Dutchman - Soundtrack|401380.0|1|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113941|Rocksmith® 2014 – The All-American Rejects Song Pack|369819.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113942|Rocksmith® 2014 – The All-American Rejects - “Gives You Hell”|369818.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113943|fault - milestone two side:above|344770.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113944|Warhammer 40,000: Regicide|322910.0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113945|Nightside Demo|392960.0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113946|Paperbound - Official Soundtrack|397230.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113947|Master Spy OST|395020.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113948|Circa Infinity|390610.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113949|Circa Infinity Original Soundtrack|393510.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113950|Star Conflict: Fleet Strength - Loki|397120.0|1|0|0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
113951|Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad|359050.0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113952|Act of Aggression - Reboot Edition|318020.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113953|Train Simulator: DB BR 261 'Voith Gravita' Loco Add-On|325952.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113954|Awesomenauts - Electronic Supersonic Cybertronic Rocco Skin|387980.0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113955|Streamline|393660.0|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113956|Awesomenauts - Dragon Huntress Ksenia Skin|387981.0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113957|Endless Legend™ - Shadows|374500.0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113958|Bosch's Damnation Demo|399760.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113959|Kitchen Simulator 2015|399230.0|1|1|0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113960|Alpha Runner|387840.0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113961|Armello Original Soundtrack - Wyld's Call|398911.0|0|0|1|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113962|Company of Heroes 2 - The British Forces|365820.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113963|Raiden IV: OverKill|323460.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113964|Boss Monster: The Player's Choice|363253.0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113965|Get Rich or Die Gaming|395910.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113966|Cute Things Dying Violently|305820.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113967|Buff Knight Advanced|385440.0|1|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113968|BattleQuiz|397800.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113969|FSX: Steam Edition - Lukla Airport (VNLK) Add-On|379547.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113970|Lumini|360840.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113971|Bowl Bound College Football|398640.0|0|0|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113972|Burgers|385830.0|1|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113973|Zxill: A Legend of Time|397830.0|0|0|1|0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0
113974|Rugby World Cup 2015|365750.0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113975|Snik - Soundtrack|399460.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113976|Wild Island Quest|392820.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113977|Rubber and Lead|389810.0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113978|DungeonUp|388620.0|0|0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113979|Snik|388050.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113980|Hyperspace Invaders II: Pixel Edition|397690.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113981|A Wise Use of Time|397780.0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113982|A Wise Use of Time Demo|397790.0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113983|Rampage Knights|314410.0|1|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113984|Wizards' Clash|350710.0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113985|Freedom Cry|395400.0|0|1|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113986|Fireflies|396530.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113987|Mooch|398460.0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113988|Fjall|398900.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113989|Lumini - Original Soundtrack / Artbook|396780.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113990|Mos Speedrun 2|333290.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113991|Tinertia|311930.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113992|Gunman Clive 2|394550.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113993|Unfair Jousting Fair|377550.0|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113994|Zoo Empire|286750.0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113995|Wars and Warriors: Joan of Arc|294590.0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113996|Noctropolis|377070.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
113997|Marine Park Empire|294730.0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113998|Call of Duty®: Advanced Warfare - Reckoning|318794.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113999|Awesomenauts - Cosmic Captain Ksenia Skin|387982.0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114000|InCell VR|396030.0|1|0|1|1|1|1|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0
114001|Painters Guild - Soundtrack|395700.0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114002|Almightree: The Last Dreamer|368050.0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114003|Vapour: Part 1 (Soundtrack)|378061.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114004|Abduction Action! Plus|360580.0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114005|Armello|290340.0|0|0|1|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114006|Rocksmith® 2014 – Earth, Wind &amp; Fire - “September”|369812.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114007|Rocksmith® 2014 – Earth, Wind &amp; Fire - “Shining Star”|369813.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114008|Rocksmith® 2014 – Earth, Wind &amp; Fire - “Sing A Song”|369814.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114009|Reigning Cats|398110.0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114010|Azure Striker Gunvolt|388800.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114011|Stray Cat Crossing|385330.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114012|AZURE PHOSPHORESCENCE|396990.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114013|Labyronia RPG 2|397500.0|1|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114014|AZURE STRIKER GUNVOLT OFFICIAL SOUNDTRACK|392670.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114015|Razenroth|340830.0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114016|Bob Was Hungry Demo|398430.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114017|Ashes of Immortality II|362140.0|0|1|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114018|Camtasia - Subscription|253050.0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0|1|1|1|0|0|0
114019|Immortal Defense|298360.0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114020|Rememoried|368450.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114021|Industry Transporters|376150.0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
114022|Tisnart Tiles|398920.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114023|Deliverance|397200.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114024|Tinboy|399430.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114025|MiniDrivers|385490.0|0|0|1|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
114026|Containment Protocol|346300.0|1|0|1|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0
114027|STASIS|380150.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114028|Hoven the Sages Spinel|398960.0|0|1|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114029|STOORM - Full Edition.|365930.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114030|Iggy's Egg Adventure|366040.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114031|Urizen Shadows of the Cold Deluxe Frosty Edition|397700.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114032|Let the Cat in|369400.0|0|1|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114033|Satellite Reign|268870.0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114034|One More Line|356890.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114035|Port of Call|356520.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114036|Caveman Craig|363240.0|0|0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114037|Proto Raider|386050.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114038|Magnetic: Cage Closed - Challenge Map Pack DLC|397010.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114039|Caromble!|347660.0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
114040|Redemption: Eternal Quest|390880.0|0|1|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114041|Xenocide|381910.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114042|Clown House (Palyaço Evi)|387970.0|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114043|I Shall Remain|293460.0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114044|Grandia® II Anniversary Edition|330390.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114045|RPG Tycoon Demo|397050.0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114046|Mass Destruction|396820.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114047|Leadwerks Game Launcher|355500.0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|1|0|1|1|1|0|0|0
114048|Flywrench|337350.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114049|Universe Sandbox ²|230290.0|0|1|1|1|0|0|0|0|1|0|1|0|0|0|0|0|1|0|0|0|0|0
114050|The Last Warlock|385060.0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114051|Pretty Girls Mahjong Solitaire|393980.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114052|Mega Man Legacy Collection / ロックマン クラシックス コレクション|363440.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114053|Owys|394770.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114054|LISA the Joyful|379310.0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114055|Shelter 2 Mountains|367850.0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114056|Pillars of Eternity - The White March Part I|373340.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114057|Evoland 2|359310.0|1|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114058|Evoland 2 - Soundtrack|396460.0|1|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114059|Nova-111|325370.0|1|0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114060|Shadows of War Soundtrack|387040.0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114061|Party Hard|356570.0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114062|Nyctophobia|378100.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114063|Shutshimi|332530.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114064|Hegemony III: Clash of the Ancients|308173.0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114065|Rocksmith® 2014 – The Stone Roses - “Love Spreads”|369808.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114066|Crookz - The Big Heist|310490.0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114067|Capsule Force|364060.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114068|Arclight Cascade|391210.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114069|Rocksmith® 2014 – The Stone Roses - “I Wanna Be Adored”|369809.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114070|WARMODE|391460.0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
114071|Rocksmith® 2014 – The Stone Roses - “She Bangs The Drums”|369810.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114072|Rocksmith® 2014 – The Stone Roses Song Pack|369811.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114073|Amnesia™: Memories|359390.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114074|Coated|354810.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114075|Age of Survival|369080.0|1|0|1|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0
114076|Knight &amp; Damsel|361680.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114077|Shadowrun: Hong Kong - Extended Edition|346940.0|0|0|1|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114078|Knight &amp; Damsel Soundtrack - Maggie McLean|369380.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114079|Big Journey to Home|388440.0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114080|Big Journey to Home - Official Soundtrack|390630.0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114081|Big Journey to Home Demo|390640.0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114082|Mute Crimson+ Soundtrack|387160.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114083|Tick: The Time Based Puzzle Game|388010.0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114084|Pump-Action Captain|378280.0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
114085|Satellite Reign Soundtrack|394650.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114086|Satellite Reign: Reboot - Prequel Novella|395050.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114087|Daydreamer: Awakened Edition|394390.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114088|Spacejacked Demo|395970.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114089|Curse of the Crescent Isle DX|365120.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114090|Farm Frenzy Collection|391000.0|0|1|1|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114091|Bernie Needs Love|373120.0|1|1|1|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0
114092|The Flock|290490.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114093|In Between|388420.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114094|Towers of Altrac - Endless Mode|391470.0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114095|Shadowrun: Hong Kong - Extended Edition Deluxe Upgrade DLC|395260.0|0|0|1|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114096|In Between Soundtrack|391080.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114097|Pinball Arcade: Season Five Pack|394560.0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114098|Forget Me Not: My Organic Garden|363980.0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114099|Pinball Arcade: Season Five Pro Pack|394561.0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114100|In Between Demo|396290.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114101|Seeders|363670.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114102|ORBITOR|336220.0|1|0|1|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0
114103|Super Mega Baseball: Extra Innings|314070.0|0|0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114104|Link: The Unleashed Nexus|388720.0|1|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
114105|Pester|354920.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114106|Galactic Conquerors|385680.0|1|0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
114107|Crystal Towers 2 Demo|396190.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114108|VERSUS: The Lost Ones|396230.0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114109|VERSUS: The Lost Ones - WorningBird Hints|396250.0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114110|Wind of Luck: Arena - Asian Admiral pack|383370.0|1|0|1|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
114111|Wind of Luck: Arena - Caribbean Admiral pack|386910.0|1|0|1|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
114112|Lost in Paradise|381170.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114113|Train Simulator: China Clay for Export Route Add-On|325953.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114114|Train Simulator: Southern Class 455/8 EMU Add-On|325963.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114115|Network South East Class 319 Add-on Livery|275800.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114116|Zanzarah: The Hidden Portal|384570.0|1|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114117|City Quest|308560.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114118|City Quest Demo|387140.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114119|Get Over Here|393950.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114120|Fallen: A2P Protocol|325790.0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114121|Burning Man: Beyond Black Rock|393970.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114122|Fallen: A2P Protocol - Digital Deluxe Edition|392660.0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114123|Anti-Opoly|343990.0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114124|Bard's Gold - Soundtracks|395060.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114125|Beach Bounce|352010.0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114126|Beach Bounce - Soundtrack|394050.0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114127|Dream Of Mirror Online|335820.0|0|0|0|0|0|1|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0
114128|Void Invaders|391170.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114129|Steam Sheep|372910.0|0|0|0|0|0|1|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0
114130|Ferrum's Secrets: Where Is Grandpa?|391340.0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114131|Arvale|392920.0|0|1|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114132|Daemon Detective Gaiden|377200.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114133|ABD: A Beautiful Day|384920.0|0|0|1|0|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0
114134|Expert Rifleman - Reloaded|383590.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114135|Way of Gold and Steel|373730.0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114136|Fran Bow Demo|393500.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114137|Front Wars|370160.0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114138|M4 Tank Brigade|348810.0|1|0|0|1|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0
114139|"Botology - Map ""Barazin"" for Survival Mode"|389630.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114140|CO-OP : Decrypted|315130.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114141|SCS deORBIT|337700.0|1|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114142|One Way Heroics Plus|352840.0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114143|Circa Infinity Demo|390800.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
